"Date and Time","NO<sub>2</sub>","O<sub>3</sub>","PM<sub>10</sub>","PM<sub>2.5</sub>"
"2022-05-13 00:00:00",26.95,51.69,18.04,8.63
"2022-05-13 01:00:00",11.94,60.14,17.28,8.88
"2022-05-13 02:00:00",9.82,60.17,15.76,8.61
"2022-05-13 03:00:00",7.92,63.3,14.83,8.01
"2022-05-13 04:00:00",7.02,64.81,16.42,8.33
"2022-05-13 05:00:00",7.45,65.08,16.49,8.46
"2022-05-13 06:00:00",9.84,63.83,15.53,8.06
"2022-05-13 07:00:00",19.76,56.59,17.9,8.56
"2022-05-13 08:00:00",27.42,53.39,24.5,9.86
"2022-05-13 09:00:00",34.35,48.14,36.27,11.81
"2022-05-13 10:00:00",42.49,41.93,39.7,13.51
"2022-05-13 11:00:00",42.72,47.57,56.54,17.83
"2022-05-13 12:00:00",43.69,45.92,38.95,14.76
"2022-05-13 13:00:00",42.21,50.63,43.69,15.23
"2022-05-13 14:00:00",36.84,54.08,42.19,15.25
"2022-05-13 15:00:00",30.74,59.61,34.24,13.57
"2022-05-13 16:00:00",44.54,47.16,28.34,13.23
"2022-05-13 17:00:00",50.26,39.96,28.02,13.09
"2022-05-13 18:00:00",40.31,48.27,23.89,11.51
"2022-05-13 19:00:00",41.15,49.82,20.74,10.02
"2022-05-13 20:00:00",57.06,37.2,23.68,11.1
"2022-05-13 21:00:00",44.82,40.34,21.98,12.34
"2022-05-13 22:00:00",43.16,44.54,23.4,13.75
"2022-05-13 23:00:00",31.62,49.92,20.79,12.22
"2022-05-14 00:00:00",49.79,34.51,23.81,13.54
"2022-05-14 01:00:00",25.14,50.24,23.48,13.37
"2022-05-14 02:00:00",17.73,56.45,22.67,13.37
"2022-05-14 03:00:00",19.34,58.14,22.77,12.96
"2022-05-14 04:00:00",19.51,55.93,21.61,12.62
"2022-05-14 05:00:00",9.27,61.65,20.57,12.26
"2022-05-14 06:00:00",16.39,52.3,20.46,11.7
"2022-05-14 07:00:00",33.63,40.32,23.41,12.28
"2022-05-14 08:00:00",46.96,35.29,25.34,12.72
"2022-05-14 09:00:00",28.63,55.53,29.13,12.9
"2022-05-14 10:00:00",32.27,51.99,26.97,12.18
"2022-05-14 11:00:00",27.07,58.29,22.88,12.52
"2022-05-14 12:00:00",16.25,68.92,25.21,14.33
"2022-05-14 13:00:00",22.59,70.45,25.12,14.17
"2022-05-14 14:00:00",19.78,74.43,23.1,13.33
"2022-05-14 15:00:00",23.14,66.42,17.37,10.12
"2022-05-14 16:00:00",22.95,64.62,14.42,8.3
"2022-05-14 17:00:00",31.17,59.08,17.79,9.47
"2022-05-14 18:00:00",46.65,44.83,26.12,11.78
"2022-05-14 19:00:00",33.91,54.73,24.62,11.07
"2022-05-14 20:00:00",29.11,57.46,17.8,10.5
"2022-05-14 21:00:00",28.19,54.37,16.24,9.66
"2022-05-14 22:00:00",30.17,48.7,13.88,9.02
"2022-05-14 23:00:00",28.1,45.64,12.64,9.59
"2022-05-15 00:00:00",22.17,54.52,12.79,9.07
"2022-05-15 01:00:00",22.58,50.74,14.95,10.76
"2022-05-15 02:00:00",16.98,50.74,18.61,12.12
"2022-05-15 03:00:00",20.11,51.01,18.68,11.57
"2022-05-15 04:00:00",18.79,50.63,20.44,12.43
"2022-05-15 05:00:00",13.61,52.55,19.98,12.42
"2022-05-15 06:00:00",17.94,45.61,30.99,17.06
"2022-05-15 07:00:00",9.16,55.47,15.33,10.02
"2022-05-15 08:00:00",13.78,59.6,15.79,9.97
"2022-05-15 09:00:00",24.21,55.77,20.04,11.57
"2022-05-15 10:00:00",28.35,55.86,21.37,12.11
"2022-05-15 11:00:00",29.37,53.53,21.45,12.28
"2022-05-15 12:00:00",35.33,51.55,23.47,12.36
"2022-05-15 13:00:00",38.8,43.17,18.71,11.71
"2022-05-15 14:00:00",43.71,43.53,21.88,12.13
"2022-05-15 15:00:00",27.61,57.92,19.01,11.35
"2022-05-15 16:00:00",13.19,72.3,17.04,10.25
"2022-05-15 17:00:00",24.78,67.17,16.95,9.35
"2022-05-15 18:00:00",24.92,72.63,17.09,11.23
"2022-05-15 19:00:00",72.46,28.75,24.12,14.48
"2022-05-15 20:00:00",82.66,15.96,21.81,14.21
"2022-05-15 21:00:00",74.02,20.44,21.11,13.38
"2022-05-15 22:00:00",49.93,42.82,20.33,12.36
"2022-05-15 23:00:00",38.56,49.12,23.51,12.1
"2022-05-16 00:00:00",47.94,35.45,23.16,9.92
"2022-05-16 01:00:00",19.8,53.91,14.26,9
"2022-05-16 02:00:00",11.31,55.65,5.56,4.17
"2022-05-16 03:00:00",8.41,56.86,5.57,3.94
"2022-05-16 04:00:00",6.55,57.04,8.34,5.58
"2022-05-16 05:00:00",11.59,53.57,8.13,6.36
"2022-05-16 06:00:00",23.51,40.82,7.55,5.97
"2022-05-16 07:00:00",39.24,25.07,10.14,6.81
"2022-05-16 08:00:00",59.36,6.88,8.62,5
"2022-05-16 09:00:00",68.97,0.32,11.49,6.5
"2022-05-16 10:00:00",59.04,6.98,11.6,6.55
"2022-05-16 11:00:00",64.31,7,13.7,6.43
"2022-05-16 12:00:00",55.37,22.77,18.96,6.09
"2022-05-16 13:00:00",41.83,29.97,22.55,9.04
"2022-05-16 14:00:00",37.53,27.76,22.18,10.59
"2022-05-16 15:00:00",44.32,32.2,17.77,7.75
"2022-05-16 16:00:00",44.65,34.18,19.37,8.63
"2022-05-16 17:00:00",41.66,36.27,22.1,9.46
"2022-05-16 18:00:00",35.73,52.02,13.4,5.55
"2022-05-16 19:00:00",21.21,60.49,15,7.24
"2022-05-16 20:00:00",26.03,54.51,15.41,6.96
"2022-05-16 21:00:00",26.32,57.84,14.07,6.89
"2022-05-16 22:00:00",42.29,37.18,17.76,8.53
"2022-05-16 23:00:00",37.8,43.35,20.6,9.46
"2022-05-17 00:00:00",30.06,44.18,22.57,11.37
"2022-05-17 01:00:00",25.09,43.95,23.24,13
"2022-05-17 02:00:00",5.38,74.6,19.41,11.52
"2022-05-17 03:00:00",3.94,81.26,19.3,11.33
"2022-05-17 04:00:00",3.69,82.05,18.8,10.92
"2022-05-17 05:00:00",5.71,73.68,18.84,11.54
"2022-05-17 06:00:00",14.38,60.3,16.99,9.85
"2022-05-17 07:00:00",21.02,51.1,11.2,6.5
"2022-05-17 08:00:00",56.01,16.05,8.44,3.14
"2022-05-17 09:00:00",70.83,6.28,16.86,5.55
"2022-05-17 10:00:00",72.12,8.25,20.4,7.38
"2022-05-17 11:00:00",85.71,15.05,20.88,9.64
"2022-05-17 12:00:00",69.03,13.16,24.73,11.16
"2022-05-17 13:00:00",57.78,20.38,23.43,10.56
"2022-05-17 14:00:00",58.93,21.82,10.35,5.31
"2022-05-17 15:00:00",57.8,23.84,4.97,2.41
"2022-05-17 16:00:00",94.22,5.27,13.23,7.15
"2022-05-17 17:00:00",89.53,1.01,14.93,8.66
"2022-05-17 18:00:00",86.33,1.87,10.19,6.69
"2022-05-17 19:00:00",90.38,0.08,10.43,7.11
"2022-05-17 20:00:00",51.31,40.12,6.55,4.91
"2022-05-17 21:00:00",23.52,67.37,3.72,2.69
"2022-05-17 22:00:00",47.07,40.73,5.27,2.98
"2022-05-17 23:00:00",39.83,37.84,6.93,3.01
"2022-05-18 00:00:00",29.86,51.09,7.57,3.86
"2022-05-18 01:00:00",20.24,67.56,5.08,2.85
"2022-05-18 02:00:00",3.88,84.4,10.68,5.1
"2022-05-18 03:00:00",5.06,83.34,12.08,5.83
"2022-05-18 04:00:00",3.05,84.75,11.18,5.62
"2022-05-18 05:00:00",3.52,85.51,12.56,6.31
"2022-05-18 06:00:00",12.05,77.46,14.15,6.85
"2022-05-18 07:00:00",58.69,38.95,14.58,7.2
"2022-05-18 08:00:00",46.46,50.24,17.74,6.96
"2022-05-18 09:00:00",30.12,64.56,17.83,7.09
"2022-05-18 10:00:00",27.46,64.62,19.53,7.5
"2022-05-18 11:00:00",38.23,53.06,17.55,7.08
"2022-05-18 12:00:00",44.79,51.61,20.21,6.96
"2022-05-18 13:00:00",46.91,48.48,23.11,9.69
"2022-05-18 14:00:00",47.12,47.41,21.9,9.69
"2022-05-18 15:00:00",44.56,45.34,22.29,9.27
"2022-05-18 16:00:00",46.83,49.2,22.38,10.2
"2022-05-18 17:00:00",55.57,42.17,20.96,10.06
"2022-05-18 18:00:00",45.12,45.56,25.01,10.27
"2022-05-18 19:00:00",41.52,45.14,23.08,9.61
"2022-05-18 20:00:00",27.31,57.83,18.11,8.35
"2022-05-18 21:00:00",18.77,80.44,5.52,3.47
"2022-05-18 22:00:00",25.77,77.17,8.35,5.02
"2022-05-18 23:00:00",21.41,77.94,10.54,5.7
"2022-05-19 00:00:00",11.94,84.85,10.17,4.59
"2022-05-19 01:00:00",8.95,79.61,7.8,3.44
"2022-05-19 02:00:00",9.79,70.47,6.63,3.09
"2022-05-19 03:00:00",9.03,66.84,7.6,3.33
"2022-05-19 04:00:00",8.73,63.31,9.38,3.89
"2022-05-19 05:00:00",8.98,63,9.82,4.14
"2022-05-19 06:00:00",38.71,35.2,12.47,4.79
"2022-05-19 07:00:00",67.32,16.29,20.55,7.3
"2022-05-19 08:00:00",25.59,49.31,17.77,6.3
"2022-05-19 09:00:00",29.79,50.18,19.26,6.64
"2022-05-19 10:00:00",35.32,47.02,17.21,5.84
"2022-05-19 11:00:00",26.22,55.52,15.44,5.44
"2022-05-19 12:00:00",41.85,45.42,18.91,6.21
"2022-05-19 13:00:00",24.26,59.26,20.96,6.24
"2022-05-19 14:00:00",28.94,63.65,13.43,5.27
"2022-05-19 15:00:00",28.24,68.23,18.86,5.45
"2022-05-19 16:00:00",29.24,67.23,11.42,4.29
"2022-05-19 17:00:00",44.06,62.33,12.22,4.58
"2022-05-19 18:00:00",51.94,62.14,14.09,4.55
"2022-05-19 19:00:00",29.67,74.24,12.66,4
"2022-05-19 20:00:00",20.99,78.72,9.76,4
"2022-05-19 21:00:00",13.52,80.19,9.47,4.24
"2022-05-19 22:00:00",17.22,74.54,9.96,4.61
"2022-05-19 23:00:00",17.16,76.08,8.66,4.03
"2022-05-20 00:00:00",31.24,60.23,10.19,4.26
"2022-05-20 01:00:00",21.8,65.88,11.77,4.58
"2022-05-20 02:00:00",18.09,63.6,10.86,4.37
"2022-05-20 03:00:00",11.75,69.01,8.6,4.11
"2022-05-20 04:00:00",11.32,75.59,8.33,3.62
"2022-05-20 05:00:00",7.13,81.29,7.37,3.38
"2022-05-20 06:00:00",18.21,73.5,9.18,3.52
"2022-05-20 07:00:00",36.76,54.81,10.39,4
"2022-05-20 08:00:00",82.73,16.44,21.08,5.69
"2022-05-20 09:00:00",65.65,29.49,14.94,4.81
"2022-05-20 10:00:00",19.33,63.79,13.04,4.27
"2022-05-20 11:00:00",29.13,62.56,11.74,4.02
"2022-05-20 12:00:00",29.42,61.08,17.62,5.11
"2022-05-20 13:00:00",32.52,61.66,12.7,4.45
"2022-05-20 14:00:00",41.14,47.38,13.59,4.42
"2022-05-20 15:00:00",35.02,46.05,16.52,4.15
"2022-05-20 16:00:00",49.39,34.27,9.06,4.02
"2022-05-20 17:00:00",47.02,30.75,15.59,4.65
"2022-05-20 18:00:00",47.94,26.77,17.18,5.33
"2022-05-20 19:00:00",61.66,18.26,16.19,5.82
"2022-05-20 20:00:00",39.02,34.45,12.99,5.51
"2022-05-20 21:00:00",38.91,30.49,13.09,6.57
"2022-05-20 22:00:00",25.96,41.72,12.68,6.55
"2022-05-20 23:00:00",22.73,41.43,12.38,6.02
"2022-05-21 00:00:00",33.29,36.57,13.64,6.72
"2022-05-21 01:00:00",25.49,41.25,10.09,4.95
"2022-05-21 02:00:00",15.39,46.86,9.52,4.81
"2022-05-21 03:00:00",14.45,49.63,8.55,4.39
"2022-05-21 04:00:00",12.45,51.03,9.33,4.76
"2022-05-21 05:00:00",11.34,51.53,9.55,4.96
"2022-05-21 06:00:00",15.71,49.55,9.54,4.9
"2022-05-21 07:00:00",22.59,40.49,11.33,5.43
"2022-05-21 08:00:00",21.71,43.47,13.55,6.08
"2022-05-21 09:00:00",27.27,37.68,17.67,6.99
"2022-05-21 10:00:00",29.25,39.22,20.29,7.44
"2022-05-21 11:00:00",20.77,44.32,12.67,5.76
"2022-05-21 12:00:00",29.93,41.08,12.53,5.59
"2022-05-21 13:00:00",30.32,44.29,13.38,5.83
"2022-05-21 14:00:00",26.2,47.95,10.08,4.25
"2022-05-21 15:00:00",24.78,52.92,7.91,3.87
"2022-05-21 16:00:00",24.25,49.26,10.04,4.68
"2022-05-21 17:00:00",26.69,49.68,12.23,5.76
"2022-05-21 18:00:00",22.77,49.23,12.51,6.25
"2022-05-21 19:00:00",22.25,51.61,12.9,6.26
"2022-05-21 20:00:00",17.24,55.53,11.46,5.75
"2022-05-21 21:00:00",18.49,56.06,9.97,4.99
"2022-05-21 22:00:00",17.79,57.15,8.89,4.67
"2022-05-21 23:00:00",24.22,49.92,8.52,4.31
"2022-05-22 00:00:00",14.98,58.74,7.96,3.77
"2022-05-22 01:00:00",11.1,60.97,6.43,3.82
"2022-05-22 02:00:00",11.98,60.52,5.68,3.6
"2022-05-22 03:00:00",6.89,65.1,5.07,2.98
"2022-05-22 04:00:00",6.25,64.9,4.21,2.61
"2022-05-22 05:00:00",3.95,64.76,3.18,2.23
"2022-05-22 06:00:00",3.97,64.62,2.69,1.84
"2022-05-22 07:00:00",7.58,60.83,2.14,1.17
"2022-05-22 08:00:00",11.19,59.07,2.15,1.01
"2022-05-22 09:00:00",14.57,53.97,2.16,1
"2022-05-22 10:00:00",18.74,50.16,3.5,1.54
"2022-05-22 11:00:00",37.86,40.16,8.33,4.11
"2022-05-22 12:00:00",29.96,38.48,6.83,3.18
"2022-05-22 13:00:00",34.19,39.58,9.61,3.98
"2022-05-22 14:00:00",34.47,43.64,9.71,4.47
"2022-05-22 15:00:00",20.72,51.25,10.17,5.13
"2022-05-22 16:00:00",28.19,45.72,9.45,4.59
"2022-05-22 17:00:00",23.32,51,8.5,4.34
"2022-05-22 18:00:00",22.54,51.84,7.72,2.9
"2022-05-22 19:00:00",24.61,50.82,7.62,3.16
"2022-05-22 20:00:00",20.99,52.88,4.82,2.54
"2022-05-22 21:00:00",17.28,49.39,6.74,3.49
"2022-05-22 22:00:00",24.82,39.12,8.77,4.57
"2022-05-22 23:00:00",27.65,31.2,9.02,4.42
"2022-05-23 00:00:00",19.58,38.39,8.44,3.92
"2022-05-23 01:00:00",13.45,43.31,7.6,3.41
"2022-05-23 02:00:00",8.43,46.49,6.48,3.17
"2022-05-23 03:00:00",8.9,48.22,5.14,2.5
"2022-05-23 04:00:00",7.86,50.01,5.49,3.06
"2022-05-23 05:00:00",14.28,45.86,6.26,3.14
"2022-05-23 06:00:00",27.09,38.87,5.45,2.56
"2022-05-23 07:00:00",43.85,23.8,7.55,2.92
"2022-05-23 08:00:00",57.66,17.2,10.6,3.51
"2022-05-23 09:00:00",51.58,22.08,14.14,3.93
"2022-05-23 10:00:00",43.79,30.09,17.35,4.98
"2022-05-23 11:00:00",42.48,33.6,18.12,4.82
"2022-05-23 12:00:00",47.02,37,15.02,3.86
"2022-05-23 13:00:00",36.39,39.39,18.69,4.18
"2022-05-23 14:00:00",50.7,29.82,12.68,3.93
"2022-05-23 15:00:00",52.48,28.94,9.97,3.65
"2022-05-23 16:00:00",44.6,33.62,13.39,3.28
"2022-05-23 17:00:00",47.43,32.83,11.26,3.06
"2022-05-23 18:00:00",55.07,27.46,16.59,3.8
"2022-05-23 19:00:00",54.92,26.28,12.65,3.48
"2022-05-23 20:00:00",39.03,34.61,8.45,3.37
"2022-05-23 21:00:00",43.74,29.38,7.26,3.7
"2022-05-23 22:00:00",39.88,27.26,7.34,3.37
"2022-05-23 23:00:00",42.4,24.9,8.47,2.95
"2022-05-24 00:00:00",32.92,21.58,16.96,5.39
"2022-05-24 01:00:00",26.55,20.49,7.72,3.15
"2022-05-24 02:00:00",19.16,26.67,5.7,2.64
"2022-05-24 03:00:00",17.2,28.84,5,2.4
"2022-05-24 04:00:00",15.31,29.59,5.44,2.41
"2022-05-24 05:00:00",17.4,27.82,4.61,2.16
"2022-05-24 06:00:00",25.15,20.6,6.13,2.37
"2022-05-24 07:00:00",38.98,9.49,10.39,3.27
"2022-05-24 08:00:00",46.73,7.23,13.9,4.3
"2022-05-24 09:00:00",44.35,14.57,36.57,7.34
"2022-05-24 10:00:00",44.84,24.7,41.81,7.84
"2022-05-24 11:00:00",47.16,26.55,30.49,6.18
"2022-05-24 12:00:00",43.32,29.55,28.61,5.47
"2022-05-24 13:00:00",43.96,31.45,25.75,5.12
"2022-05-24 14:00:00",37.44,33.36,18.54,4.63
"2022-05-24 15:00:00",38.9,37.24,21.3,4.38
"2022-05-24 16:00:00",38.71,33.85,21.81,4.65
"2022-05-24 17:00:00",46.79,26.59,15.62,3.76
"2022-05-24 18:00:00",52.77,22.98,15.52,4.49
"2022-05-24 19:00:00",63.2,19.28,13.9,4.16
"2022-05-24 20:00:00",38.7,33.5,10.74,4
"2022-05-24 21:00:00",31.17,33.01,9.09,3.67
"2022-05-24 22:00:00",31.28,36.78,11.14,4.59
"2022-05-24 23:00:00",26.8,48.68,11.29,4.55
"2022-05-25 00:00:00",24.42,51.53,15.61,4.56
"2022-05-25 01:00:00",7.84,62.45,7.29,3.13
"2022-05-25 02:00:00",4.87,61.75,5.46,2.57
"2022-05-25 03:00:00",3.96,62.59,4.36,1.97
"2022-05-25 04:00:00",6.73,58.03,2.4,1.24
"2022-05-25 05:00:00",5.81,56.47,2.2,0.89
"2022-05-25 06:00:00",8.9,51.7,5.33,1.1
"2022-05-25 07:00:00",21.97,40.54,4.67,1.23
"2022-05-25 08:00:00",34.13,33.37,6.88,1.84
"2022-05-25 09:00:00",36.32,31.18,15.85,3.75
"2022-05-25 10:00:00",35.08,30.13,25.94,6.12
"2022-05-25 11:00:00",36.02,31.16,24.55,6.34
"2022-05-25 12:00:00",39.47,25.49,32.46,7.31
"2022-05-25 13:00:00",39.08,28.55,62.65,11.81
"2022-05-25 14:00:00",33.96,32.34,21.88,5.12
"2022-05-25 15:00:00",33.53,30.86,33.15,6.68
"2022-05-25 16:00:00",37.26,28.64,34.95,6.89
"2022-05-25 17:00:00",45.79,24.53,26.74,6
"2022-05-25 18:00:00",49.05,19.9,18.82,5.23
"2022-05-25 19:00:00",40.29,27.73,19.21,5.44
"2022-05-25 20:00:00",31.43,34.54,14.09,4.96
"2022-05-25 21:00:00",26.67,39.42,12.34,4.39
"2022-05-25 22:00:00",24.98,36.75,10.23,4.14
"2022-05-25 23:00:00",23.31,35.35,7.77,3.41
"2022-05-26 00:00:00",18.61,36.35,8.82,3
"2022-05-26 01:00:00",15.87,37.46,8.36,3.2
"2022-05-26 02:00:00",8.33,43.01,5.83,2.75
"2022-05-26 03:00:00",8.21,44.59,5.86,2.56
"2022-05-26 04:00:00",5.52,49.68,6.07,2.74
"2022-05-26 05:00:00",4.16,48.89,3.8,1.84
"2022-05-26 06:00:00",10.54,43.24,4.91,1.84
"2022-05-26 07:00:00",17.91,33.93,8.14,2.72
"2022-05-26 08:00:00",30.89,24.37,9.14,2.68
"2022-05-26 09:00:00",26.61,28.93,16.55,3.11
"2022-05-26 10:00:00",32.2,24.91,27.54,5.13
"2022-05-26 11:00:00",31.61,28.47,27.31,4.64
"2022-05-26 12:00:00",32.12,25.91,19.74,3.99
"2022-05-26 13:00:00",34.18,33.19,40.1,7.02
"2022-05-26 14:00:00",30.92,36.52,22.63,4.57
"2022-05-26 15:00:00",36.73,37.12,54.55,9.47
"2022-05-26 16:00:00",39.61,37.57,37.05,7.08
"2022-05-26 17:00:00",40.32,41.44,21.3,5.46
"2022-05-26 18:00:00",53.67,33.41,20.48,6.64
"2022-05-26 19:00:00",54.25,28.2,21.28,7.76
"2022-05-26 20:00:00",46.99,32.4,19.73,8.54
"2022-05-26 21:00:00",30.5,49.36,20.55,8.8
"2022-05-26 22:00:00",28.32,52.23,20.21,9.04
"2022-05-26 23:00:00",30.88,48.71,19.12,8.51
"2022-05-27 00:00:00",38.47,40.29,19.93,9.12
"2022-05-27 01:00:00",30.98,41.48,18.53,9.26
"2022-05-27 02:00:00",27.59,41.46,18.67,9.53
"2022-05-27 03:00:00",25.18,47.11,16.87,8.94
"2022-05-27 04:00:00",27.22,47.71,18.73,10.74
"2022-05-27 05:00:00",22.48,50.8,16.53,8.89
"2022-05-27 06:00:00",21.67,47.72,18.19,8.57
"2022-05-27 07:00:00",47.79,27.26,22.46,9.27
"2022-05-27 08:00:00",49.15,27.14,25.2,9.47
"2022-05-27 09:00:00",47.38,28.86,46.82,11.77
"2022-05-27 10:00:00",47,30.11,37.52,9.95
"2022-05-27 11:00:00",38.82,37.07,24.34,7.75
"2022-05-27 12:00:00",38.15,39.28,28.57,8.34
"2022-05-27 13:00:00",37.98,40.65,64.15,13.72
"2022-05-27 14:00:00",38.32,38.37,22.84,7.32
"2022-05-27 15:00:00",43.11,36.17,60.3,12.84
"2022-05-27 16:00:00",49.65,31.25,76.56,16.77
"2022-05-27 17:00:00",52.48,31.94,52.42,13.83
"2022-05-27 18:00:00",60.17,27.38,21.4,10.01
"2022-05-27 19:00:00",55.98,27.59,18.02,7.05
"2022-05-27 20:00:00",38.43,39.8,14.29,5.8
"2022-05-27 21:00:00",33.14,43.33,12.32,5.54
"2022-05-27 22:00:00",68.26,14.37,17.57,8.66
"2022-05-27 23:00:00",48.01,29.7,18.3,7.94
"2022-05-28 00:00:00",36.47,34.49,15.33,7.02
"2022-05-28 01:00:00",28.97,36.08,15.38,7.75
"2022-05-28 02:00:00",25.85,37.8,14.34,7.7
"2022-05-28 03:00:00",21.49,36.75,14.95,7.68
"2022-05-28 04:00:00",33.52,25.8,16.67,8.28
"2022-05-28 05:00:00",30.63,25.29,17.74,8.74
"2022-05-28 06:00:00",33.32,19.74,15.81,7.53
"2022-05-28 07:00:00",42.29,20.29,18.81,7.89
"2022-05-28 08:00:00",45.42,22.3,20.8,8.53
"2022-05-28 09:00:00",30.64,42.21,28.49,8.76
"2022-05-28 10:00:00",24.27,51.34,11.94,4.96
"2022-05-28 11:00:00",15.84,59.97,10.57,4.78
"2022-05-28 12:00:00",14.43,60.96,9.14,3.35
"2022-05-28 13:00:00",16.73,57.43,7.74,3.08
"2022-05-28 14:00:00",27.66,46.29,10.91,3.56
"2022-05-28 15:00:00",19.93,56.6,9.33,3.63
"2022-05-28 16:00:00",17.91,57.66,8.64,3.64
"2022-05-28 17:00:00",15.35,63.06,10.65,4.83
"2022-05-28 18:00:00",36.98,43.89,11.39,4.74
"2022-05-28 19:00:00",41.02,37.82,11.27,4.73
"2022-05-28 20:00:00",42.21,38.48,10.21,4.62
"2022-05-28 21:00:00",34.38,40.98,12.24,4.78
"2022-05-28 22:00:00",53.28,23.85,9.49,4.28
"2022-05-28 23:00:00",59.22,16.83,13.06,4.76
"2022-05-29 00:00:00",20.3,49.39,6.95,3.61
"2022-05-29 01:00:00",34.85,31.47,9.96,6.11
"2022-05-29 02:00:00",30.26,31.57,8.64,5.15
"2022-05-29 03:00:00",20.42,35.61,8.31,4.55
"2022-05-29 04:00:00",22.67,34.3,9,4.48
"2022-05-29 05:00:00",24.72,28.79,8.79,4.7
"2022-05-29 06:00:00",22.47,30.43,9.02,4.4
"2022-05-29 07:00:00",15.73,35.72,9.45,4.46
"2022-05-29 08:00:00",22.02,33.33,10.4,4.81
"2022-05-29 09:00:00",23.32,35.84,10.42,4.69
"2022-05-29 10:00:00",19.76,39.67,11.51,5.24
"2022-05-29 11:00:00",14.7,45.97,11.2,5.44
"2022-05-29 12:00:00",12.83,51.16,12.67,5.91
"2022-05-29 13:00:00",14.65,57.31,15.32,7.24
"2022-05-29 14:00:00",12.76,63.03,11.08,5.8
"2022-05-29 15:00:00",9.03,62.26,8.95,4.36
"2022-05-29 16:00:00",11.81,60.47,6.89,2.73
"2022-05-29 17:00:00",12.3,60.83,5.91,2.58
"2022-05-29 18:00:00",11.26,60.93,4.84,2.5
"2022-05-29 19:00:00",10.4,64.98,4.53,1.97
"2022-05-29 20:00:00",15.8,62.46,4.74,2.09
"2022-05-29 21:00:00",14.14,61.4,4.91,2.13
"2022-05-29 22:00:00",14.46,61.49,4.7,2.25
"2022-05-29 23:00:00",15.79,54.69,5.65,2.45
"2022-05-30 00:00:00",24.56,44.6,7.78,3.91
"2022-05-30 01:00:00",18.08,42.02,6.83,3.44
"2022-05-30 02:00:00",21.24,35.39,24.35,7.2
"2022-05-30 03:00:00",16.87,37.91,7.49,3.65
"2022-05-30 04:00:00",13.79,39.52,7.52,3.96
"2022-05-30 05:00:00",16.99,35.35,8.8,4.15
"2022-05-30 06:00:00",24.81,26.65,11.7,4.69
"2022-05-30 07:00:00",45.34,13.52,16.96,5.89
"2022-05-30 08:00:00",63.57,6.92,21.76,7.37
"2022-05-30 09:00:00",54.19,15.09,32.97,8.78
"2022-05-30 10:00:00",55.14,26.6,51.25,10.61
"2022-05-30 11:00:00",40.36,30.11,20.74,6.51
"2022-05-30 12:00:00",39.31,33.13,51.23,10.93
"2022-05-30 13:00:00",42.51,34.96,76.04,13.07
"2022-05-30 14:00:00",42.3,35.23,23.83,6.33
"2022-05-30 15:00:00",43.78,33.73,27.28,6.81
"2022-05-30 16:00:00",48.1,28.85,20.01,5.73
"2022-05-30 17:00:00",57.65,18.31,17.15,5.33
"2022-05-30 18:00:00",73.36,13.41,14.08,5.33
"2022-05-30 19:00:00",58.56,26.67,5.73,3.61
"2022-05-30 20:00:00",50.97,32.96,5.23,3.36
"2022-05-30 21:00:00",55.09,23.2,6.2,5.06
"2022-05-30 22:00:00",56.75,19.74,7.96,6.19
"2022-05-30 23:00:00",52.32,24.66,17.74,13.07
"2022-05-30 23:01:00",,,,
"2022-05-31 00:01:00",,,,
"2022-05-31 01:00:00",31.01,20.81,8.08,4.62
"2022-05-31 02:00:00",22.27,20.31,9.2,6
"2022-05-31 03:00:00",24.13,16.13,8.49,4.83
"2022-05-31 04:00:00",18.14,19.28,7.41,4.39
"2022-05-31 05:00:00",17.64,16.85,7.52,4.3
"2022-05-31 06:00:00",30.51,9.27,8.54,4.31
"2022-05-31 07:00:00",47.57,5.33,11.57,5.12
"2022-05-31 08:00:00",50.88,4.76,14.75,6.21
"2022-05-31 09:00:00",45.66,9.94,32.76,8.25
"2022-05-31 10:00:00",44.86,16.16,25.65,7.04
"2022-05-31 11:00:00",35.38,23.73,17.98,6
"2022-05-31 12:00:00",43.22,19.25,21.67,6.1
"2022-05-31 13:00:00",43.16,21.66,23.11,6.22
"2022-05-31 14:00:00",43.67,22.15,19.37,6.5
"2022-05-31 15:00:00",42.9,22.29,26.87,6.12
"2022-05-31 16:00:00",45.43,18.13,27.48,6.79
"2022-05-31 17:00:00",40.9,22.31,26.31,5.79
"2022-05-31 18:00:00",39.92,21.02,11.61,4.05
"2022-05-31 19:00:00",44.03,18.23,6.81,2.87
"2022-05-31 20:00:00",50.39,15.52,4.88,3.25
"2022-05-31 21:00:00",33.98,22.73,5.81,3.77
"2022-05-31 22:00:00",48.87,8.18,7.73,4.77
"2022-05-31 23:00:00",43.52,10.86,8.51,4.54
"2022-06-01 00:00:00",32.55,19.54,7.22,3.77
"2022-06-01 01:00:00",22.48,29.09,4.78,3.46
"2022-06-01 02:00:00",14.35,33.25,4.91,3.45
"2022-06-01 03:00:00",11.2,32.9,4.52,3.28
"2022-06-01 04:00:00",13.4,27.92,4.85,3.22
"2022-06-01 05:00:00",12.8,27.14,4.04,3.06
"2022-06-01 06:00:00",20.68,22.38,4.16,2.97
"2022-06-01 07:00:00",40.96,9.63,5.3,3.77
"2022-06-01 08:00:00",54.24,6.7,8.56,4.93
